id,naam,locatie,provincie,gemeente,deelgemeente,is_vastgesteld,is_beschermd,omvang,erfgoedwaarde,bewaringstoestand,stijl,typologie,context,materiaal,plantensoort,datering,personen,gebeurtenissen,themas,disciplines,dataverantwoordelijke,stamomtrek
131479,Gemengde houtkanten in de Leivallei,Rekkelinge (Deinze),Oost-Vlaanderen,Deinze,Deinze,False,True,Element,aanwezig,bewaard,,houtkanten,"perceelsgrenzen, valleien",,"Alnus glutinosa, Crataegus, Fraxinus excelsior, Rhamnus catharticus, Rosa canina, Viburnum opulus",,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,3500
132507,Hakhoutstoven van wintereik op de Klaverberg,"Klaverbergstraat (As), Opglabbekerzavel, Vliegplein (Genk)",Limburg,"As, Genk","As, Genk",False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutpercelen, hakhoutstoven","heiden, stuifduinen",,Quercus petraea,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,3100
130532,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,2175
130530,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1890
130491,Hakhoutstoof van wintereik Klaverberg,Opglabbekerzavel (Genk),Limburg,Genk,Genk,False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutstoven",heiden,,Quercus petraea,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1770
130544,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1666
130539,Cirkelvormige hakhoutstoof van gewone beuk Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Fagus sylvatica,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1615
130538,Cirkelvormige hakhoutstoof van gewone beuk Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Fagus sylvatica,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1380
131690,Hakhoutstoof van veldesdoorn bij rand Veursbos,Mostert (Voeren),Limburg,Voeren,Teuven,True,False,Element,aanwezig,bewaard,,hakhoutstoven,"bossen, perceelsgrenzen, weilanden",,Acer campestre,,,Inventarisatie houtige beplantingen Voeren,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1350
130540,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1322
130985,Hakhoutstoof van linde,Lokerstraat (Heuvelland),West-Vlaanderen,Heuvelland,Kemmel,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, kruispuntbomen",calvariebergen,,Tilia platyphyllos,,,Inventarisatie houtige beplantingen Heuvelland,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1300
131464,"Hakhoutstoven van eik, beuk en berk op Beerzelberg","Bergstraatje, Borgstraat, Diepestraat, Hallaardreef (Putte)",Antwerpen,Putte,Beerzel,False,True,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutstoven","bossen, hakhoutpercelen",,"Betula, Fagus, Quercus robur",,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1300
132460,Lindehakhoutstoof Widooie Boompje,Herenweg (Tongeren),Limburg,Tongeren,Koninksem,False,False,Element,aanwezig,bewaard,,"grensbomen, hakhoutstoven, hoekbomen",,,Tilia,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1300
132144,Lindenhakhoutstoof in Broekbos,Kwinten (Voeren),Limburg,Voeren,Sint-Martens-Voeren,True,False,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutstoven",bossen,,Tilia cordata,,,Inventarisatie houtige beplantingen Voeren,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1260
130490,Hakhoutstoof van wintereik Klaverberg,Opglabbekerzavel (Genk),Limburg,Genk,Genk,False,False,Element,aanwezig,bewaard,,hakhoutstoven,heiden,,Quercus petraea,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1200
133138,Schaduwhazelaar bij Liermolen,Vorststraat 8 (Grimbergen),Vlaams-Brabant,Grimbergen,Grimbergen,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, schermbeplantingen",watermolens,,Corylus maxima,,,Inventarisatie Maalbeekvallei en gevarieerde cultuurlandschap ten oosten Grimbergen,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1030
130531,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,1023
133263,Bundelboom van vijf platanen bij Kasteel van Kwabeek,Neervelpsestraat 11 (Boutersem),Vlaams-Brabant,Boutersem,Vertrijk,False,True,Element,aanwezig,bewaard,,opgaande bomen,tuinen en parken,,Platanus hispanica (x),eerste kwart 19de eeuw,,Ad hoc-inventarisatie landschappelijk erfgoed 2014,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,999
131545,Meerstammige zomerlinde kasteeldomein Vordenstein,"Horstebaan, Kopstraat (Schoten)",Antwerpen,Schoten,Schoten,False,True,Element,aanwezig,bewaard,,op struiken gezette bomen,kasteeldomeinen,,Tilia platyphyllos,,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,975
130545,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,961
300884,Bomenrij van gekandelaarde kastanjes en lindes bij Kastanjehof,Bergstraat 33 (Kluisbergen),Oost-Vlaanderen,Kluisbergen,Ruien,False,False,Element,aanwezig,bewaard,,"bomenrijen, gekandelaarde bomen, op struiken gezette bomen, schermbeplantingen",erven,,"Castanea sativa, Tilia europaea (x)",,,Ad hoc-inventarisatie landschappelijk erfgoed 2015,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Gemeente Kluisbergen,950
130367,Cirkelvormige hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,945
304316,Meerstammige zomerlinde kasteeldomein Vordenstein,"Horstebaan, Kopstraat (Schoten)",Antwerpen,Schoten,Schoten,False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, individuele bomen, op struiken gezette bomen",kasteeldomeinen,,Tilia platyphyllos,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,928
131500,Bundelboom van gewone plataan,"Pastoor Bellonstraat, Weggevoerdenstraat (Leuven)",Vlaams-Brabant,Leuven,Wilsele,False,True,Element,aanwezig,bewaard,,opgaande bomen,"rivieren, versterkte sites",,Platanus hispanica (x),,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,920
132606,Hakhoutstoven van zomereik,Bornem (Bornem),Antwerpen,Bornem,Bornem,False,False,Element,aanwezig,bewaard,,hakhoutstoven,,,Quercus robur,,,"Ad hoc-inventarisatie landschappelijk erfgoed 2015, Inventarisatie houtige beplantingen Bornem",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,900
131440,Drie monumentale kastanjebomen Kasteel Schouwbroek,Schouwbroekstraat 6-8 (Lievegem),Oost-Vlaanderen,Lievegem,Vinderhoute,False,True,Element,aanwezig,bewaard,,"opgaande bomen, welkomstbomen",kasteeldomeinen,,Castanea sativa,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,890
130979,De Kerkelinde,"Kerkdijk, Rodenbachlaan (Pelt)",Limburg,Pelt,Overpelt,False,True,Element,aanwezig,bewaard,,"gerechtsbomen, opgaande bomen",openbare pleinen,,Tilia europaea (x),,,"Inventarisatie bouwkundig erfgoed Overpelt, Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,888
130877,Canadapopulier in park Sint-Adriaansabdij,Abdijstraat (Geraardsbergen),Oost-Vlaanderen,Geraardsbergen,Geraardsbergen,False,False,Element,niet aanwezig,niet bewaard,,"bundelbomen, opgaande bomen, veteraanbomen",parken,,Populus canadensis (x) 'Marilandica',vierde kwart 18de eeuw,,"Evaluatie verdwenen houtig erfgoed, Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,856
132756,Lindenhakhoutstoven op watermolensite,Molenhoek 14 (Zottegem),Oost-Vlaanderen,Zottegem,Strijpen,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, schermbeplantingen","erven, watermolens",,Tilia europaea (x),,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,850
130468,Knotwilg als hoekboom,Schomminkelstraat (Heuvelland),West-Vlaanderen,Heuvelland,Westouter,False,False,Element,aanwezig,bewaard,,"hoekbomen, knotbomen","valleien, weilanden",,Salix rubens (x),,,Inventarisatie houtige beplantingen Heuvelland,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,835
132413,Eikenhakhoutstoof Molenberg,Daalbroekstraat 120 (Lanaken),Limburg,Lanaken,Rekem,False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutstoven, op struiken gezette bomen",,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,827
130489,Hakhoutstoof van wintereik op Klaverberg,Opglabbekerzavel (Genk),Limburg,Genk,Genk,False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, hakhoutstoven",heiden,,Quercus petraea,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,825
130908,Twee gerechtslindes bij Groene Vierschaar,Wortegemstraat (Oudenaarde),Oost-Vlaanderen,Oudenaarde,Bevere,False,True,Element,aanwezig,bewaard,,"gerechtsbomen, hakhoutstoven, knotbomen",,,Tilia,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,790
131495,Libanonceder in het Domein van het Gravenkasteel,Warandestraat 100 (Grimbergen),Vlaams-Brabant,Grimbergen,Humbeek,False,True,Element,aanwezig,bewaard,,"individuele bomen, opgaande bomen, welkomstbomen","grasparterres, private parken, tuinen en parken",,Cedrus libanii,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,785
132609,Hakhoutstoof van zomereik als hoekboom,Heuvelstraat (Bornem),Antwerpen,Bornem,Bornem,False,False,Element,aanwezig,bewaard,,"hakhoutstoven, hoekbomen",bossen,,Quercus robur,,,"Ad hoc-inventarisatie landschappelijk erfgoed 2015, Inventarisatie houtige beplantingen Bornem",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,785
131177,Solitaire bruine beuk in kasteeldomein Ortegat,Belselestraat 2 (Waasmunster),Oost-Vlaanderen,Waasmunster,Waasmunster,False,True,Element,aanwezig,bewaard,,"opgaande bomen, solitaire bomen",parken,,Fagus sylvatica 'Atropunicea',,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,763
132298,Hakhoutstoof  van zwarte els,Vitschen (Voeren),Limburg,Voeren,'s Gravenvoeren,True,False,Element,aanwezig,bewaard,,hakhoutstoven,"beken, houtkanten",,Alnus glutinosa,,,Inventarisatie houtige beplantingen Voeren,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,760
131673,Gemengde kaphaag,Nuroperveld (Voeren),Limburg,Voeren,Teuven,False,False,Element,aanwezig,bewaard,,kaphagen,"perceelsgrenzen, weilanden",,"Carpinus betulus, Corylus avellana, Crataegus, Fraxinus excelsior, Mespilus germanica, Prunus avium, Quercus robur, Ribes uva-crispa, Rosa, Salix rubens (x)",,,Inventarisatie houtige beplantingen Voeren,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,750
132505,Hakhoutstoof van es bij gewezen abdijvijvers,Aalsterse Dreef (Affligem),Vlaams-Brabant,Affligem,Hekelgem,True,False,Element,aanwezig,bewaard,,"hakhoutstoven, vastleggingshagen","abdijdomeinen, vijvers",,Fraxinus excelsior,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,750
132299,Hakhoutstoof zwarte els,Vitschen (Voeren),Limburg,Voeren,'s Gravenvoeren,True,False,Element,aanwezig,bewaard,,"hakhoutstoven, vastleggingshagen","beken, houtkanten",,Alnus glutinosa,,,Inventarisatie houtige beplantingen Voeren,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,740
300161,Opgaande kastanje in Domein Blaasveld,Broekstraat (Willebroek),Antwerpen,Willebroek,Willebroek,False,True,Element,aanwezig,bewaard,,opgaande bomen,parken,,Castanea sativa,18de eeuw,,Project beschermingsdatabank 2013-2016,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,740
130964,Opgaande Grote Linde als welkomstboom bij hoeve De Grote Linde,Beernemsestraat 27 (Oostkamp),West-Vlaanderen,Oostkamp,Oostkamp,False,True,Element,aanwezig,bewaard,,"opgaande bomen, veteraanbomen, welkomstbomen",erven,,Tilia platyphyllos,,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016","Houtige beplantingen met erfgoedwaarde, Welkomstbomen",Landschappelijk,Agentschap Onroerend Erfgoed,733
132044,Twee hakhoutstoven van olm als welkomstbomen Fort Liefkenshoek,Ketenislaan (Beveren),Oost-Vlaanderen,Beveren,Kallo,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, welkomstbomen",forten,,Ulmus,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,730
307745,Populier als hoekboom,Kleine Pontstraat (Deinze),Oost-Vlaanderen,Deinze,Deinze,False,False,Element,aanwezig,bewaard,,"hoekbomen, opgaande bomen, solitaire bomen",afgesneden meanders,,Populus canadensis (x) 'Marilandica',voor WO I,,Ad hoc-inventarisatie landschappelijk erfgoed 2019,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,730
130467,Knotwilg als hoekboom,Schomminkelstraat (Heuvelland),West-Vlaanderen,Heuvelland,Westouter,False,False,Element,aanwezig,bewaard,,"hoekbomen, knotbomen","valleien, weilanden",,Salix rubens (x),,,Inventarisatie houtige beplantingen Heuvelland,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,728
131546,Meerstammige zomerlinde kasteeldomein Vordenstein,"Horstebaan, Kopstraat (Schoten)",Antwerpen,Schoten,Schoten,False,False,Element,aanwezig,bewaard,,"autochtone vegetaties, op struiken gezette bomen",kasteeldomeinen,,Tilia platyphyllos,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,728
130862,Dikke Marilandicapopulier,Aelmeersstraat (Destelbergen),Oost-Vlaanderen,Destelbergen,Heusden,False,True,Element,niet aanwezig,niet bewaard,,"opgaande bomen, veteraanbomen",weilanden,,Populus canadensis (x) 'Marilandica',,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Gemeente Destelbergen,723
130813,Knotlinde op het dorpsplein van Massemen,Dorpsplein (Wetteren),Oost-Vlaanderen,Wetteren,Massemen,False,True,Element,aanwezig,bewaard,,"knotbomen, solitaire bomen, veteraanbomen",,,Tilia europaea (x),"eerste kwart 17de eeuw, tweede helft 16de eeuw",,"Inventarisatie bouwkundig erfgoed Wetteren, Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,719
130163,Hakhoutstoof van es op talud,Makkegem (Zwalm),Oost-Vlaanderen,Zwalm,Sint-Denijs-Boekel,False,False,Element,aanwezig,bewaard,,"hakhoutstoven, vastleggingshagen",valleiranden,,Fraxinus excelsior,,,Inventarisatie houtige beplantingen Zwalm,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,700
132574,Twee dikke knotwilgen,Oppuursesteenweg (Bornem),Antwerpen,Bornem,Bornem,False,False,Element,aanwezig,bewaard,,"bomenrijen, knotbomen",perceelsgrenzen,,Salix alba,,,Inventarisatie houtige beplantingen Bornem,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,700
130382,Opgaande zomereik in kasteeldomein Gruuthuyse,Stationsstraat (Oostkamp),West-Vlaanderen,Oostkamp,Oostkamp,False,True,Element,aanwezig,bewaard,,"autochtone vegetaties, individuele bomen, opgaande bomen, veteraanbomen",kasteeldomeinen,,Quercus robur,,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,692
133440,Schietwilg als hoekboom,Wallekouter (Brakel),Oost-Vlaanderen,Brakel,Opbrakel,False,True,Element,aanwezig,bewaard,,"hoekbomen, knotbomen","valleien, weilanden",,Salix alba,,,Inventarisatie Hayesbos en omgeving,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,690
130931,Oude linde bij veldkapel,Paardskerkhofstraat (Hoegaarden),Vlaams-Brabant,Hoegaarden,Meldert,False,True,Element,aanwezig,bewaard,,"autochtone vegetaties, gekandelaarde bomen, kapelbomen, kruispuntbomen",,,Tilia cordata,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,683
130141,Twee schaduwbomen van lindenhakhout bij Vanderlindensmolen,Biestmolenstraat 8 (Zwalm),Oost-Vlaanderen,Zwalm,Nederzwalm-Hermelgem,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, schermbeplantingen","erven, watermolens",,Tilia europaea (x),,,Inventarisatie houtige beplantingen Zwalm,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,680
132073,Hakhoutstoven van tamme kastanje De Vierlingen,"Kasteelhoekstraat, Komenseweg (Ieper)",West-Vlaanderen,Ieper,Hollebeke,False,False,Element,aanwezig,bewaard,,hakhoutstoven,bossen,,Castanea sativa,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,674
130269,Twee  hakhoutstruiken van  hazelaar,Bruggenhoek 19 (Zwalm),Oost-Vlaanderen,Zwalm,Roborst,False,False,Element,aanwezig,bewaard,,"fruitbomen, hakhoutstoven","erven, moestuinen, perceelsgrenzen, weilanden",,Corylus avellana,,,Inventarisatie houtige beplantingen Zwalm,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,670
131255,Knotbomenrij van schietwilg,Kwatemstraat (Herne),Vlaams-Brabant,Herne,Herne,False,True,Element,aanwezig,bewaard,,"bomenrijen, knotbomen","erven, graslanden, perceelsgrenzen",,Salix alba,,,Inventarisatie houtige beplantingen Herne,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,670
131515,Canadapopulier bij Kasteel van Bever,Boechoutlaan 221 (Grimbergen),Vlaams-Brabant,Grimbergen,Strombeek - Bever,False,False,Element,aanwezig,bewaard,,opgaande bomen,"grasparterres, parken, tuinen en parken",,Populus canadensis (x) 'Marilandica',,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,668
132646,Hakhoutstoof van winterlinde,Kasteeldreef (Bornem),Antwerpen,Bornem,Hingene,False,False,Element,aanwezig,bewaard,,"hakhoutstoven, struiken",,,Tilia cordata,,,Inventarisatie houtige beplantingen Bornem,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,660
130818,Duizendjarige eik,Dikke Eikstraat (Lummen),Limburg,Lummen,Lummen,False,True,Element,aanwezig,bewaard,,"autochtone vegetaties, gerechtsbomen, kapelbomen, opgaande bomen, solitaire bomen",loofbossen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,657
130272,Zes hakhoutstoven op talud,Ommegangstraat (Zwalm),Oost-Vlaanderen,Zwalm,Rozebeke,False,False,Element,aanwezig,bewaard,,"hakhoutstoven, houtkanten, vastleggingshagen",natuurlijke taluds,,"Fraxinus excelsior, Prunus spinosa, Sambucus nigra, Ulmus",,,Inventarisatie houtige beplantingen Zwalm,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,655
300995,Hakhout van hazelaar op talud molenberg,"Molenkauter 9, Windmolenstraat (Roosdaal)",Vlaams-Brabant,Roosdaal,Onze-Lieve-Vrouw-Lombeek,False,True,Element,aanwezig,bewaard,,"hakhoutstoven, struiken",erven,,Corylus avellana,,,Ad hoc-inventarisatie landschappelijk erfgoed 2015,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,650
131481,Bundelboom van tamme kastanje,Bulscampveld (Beernem),West-Vlaanderen,Beernem,Beernem,False,True,Element,aanwezig,bewaard,,opgaande bomen,gemengde bossen,,Castanea sativa,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,648
133231,Opgaande winterlinde als schermboom,Bakelstraat 6 (Halen),Limburg,Halen,Zelem,False,False,Element,aanwezig,bewaard,,"opgaande bomen, schermbeplantingen","erven, kaphagen",,Tilia cordata,,,Ad hoc-inventarisatie landschappelijk erfgoed 2014,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,648
130533,Cirkelvormige hakhoutstoof van gewone beuk Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Fagus sylvatica,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,646
131496,Atlasceder in het Domein van het Gravenkasteel,Warandestraat 100 (Grimbergen),Vlaams-Brabant,Grimbergen,Humbeek,False,True,Element,aanwezig,bewaard,,"opgaande bomen, welkomstbomen","dreven, kasteeldomeinen",,Cedrus atlantica,vierde kwart 19de eeuw,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,644
130536,Hakhoutstoof van zomereik Speelbos,Warandestraat (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,hakhoutstoven,stuifduinen,,Quercus robur,,,Inventarisatie houtige beplantingen 2005-2013,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,640
131386,Mammoetboom in Domein de Renesse,Lierselei (Malle),Antwerpen,Malle,Oostmalle,False,True,Element,aanwezig,bewaard,,"individuele bomen, opgaande bomen","kasteeldomeinen, parken",,Sequoiadendron giganteum,tweede kwart 18de eeuw,,"Inventarisatie houtige beplantingen 2005-2013, Project beschermingsdatabank 2013-2016",Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,640
302177,Twee geënte bruine beuken,Wegvoeringstraat 44 (Wetteren),Oost-Vlaanderen,Wetteren,Wetteren,False,True,Element,aanwezig,bewaard,,opgaande bomen,tuinen en parken,,"Acer pseudoplatanus 'Leopoldii', Fagus sylvatica 'Atropunicea', Liriodendron tulipifera",19de eeuw,,Ad hoc-inventarisatie landschappelijk erfgoed 2014,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,635
304299,Gekandelaarde winterlinde als schermboom,Lindedorp (Peer),Limburg,Peer,Peer,False,True,Element,aanwezig,bewaard,,"gekandelaarde bomen, schermbeplantingen",erven,,Tilia cordata,,,Ad hoc-inventarisatie landschappelijk erfgoed 2016,Houtige beplantingen met erfgoedwaarde,Landschappelijk,Agentschap Onroerend Erfgoed,635
